MCSFOpen,MCSFHigh,MCSFLow,MCSFClose,MCSFVolume
35.107,35.31,34.753,34.77,40038548.0
35.149,35.894,35.054,35.603,49211945.0
35.687,36.662,35.687,36.209,53067649.0
36.341,36.741,36.28,36.589,36913679.0
36.607,36.8,36.369,36.525,32448260.0
36.477,36.477,35.961,36.226,34118419.0
36.441,36.563,35.016,35.221,58193825.0
35.115,35.272,34.629,35.177,40661274.0
35.272,35.821999999999996,35.228,35.751999999999995,31012574.0
35.724000000000004,35.944,34.53,34.77,52026521.0
34.453,35.149,34.453,34.635999999999996,38863397.0
34.549,34.814,34.361,34.613,36232047.0
34.718,35.301,34.494,35.115,38453264.0
35.387,35.705,35.253,35.687,34657674.0
35.345,35.5,34.904,35.345,41531940.0
35.433,35.47,35.149,35.282,25155507.0
35.301,35.46,35.186,35.328,30628643.0
35.32,35.328,34.868,35.062,27836704.0
35.115,35.31,34.718,35.211,47955071.0
35.593,35.934,35.115,35.253,64386775.0
35.46,36.477,35.414,36.103,57285627.0
36.306,36.387,35.678000000000004,35.784,33549929.0
35.662,35.775,35.486,35.687,40140013.0
34.914,35.016,34.718,34.83,25411478.0
34.708,34.760999999999996,34.407,34.503,30689900.0
34.635999999999996,34.904,34.018,34.821999999999996,47260401.0
34.753,35.245,34.424,35.016,36363334.0
34.929,35.203,34.775999999999996,34.929,33561038.0
35.107,35.353,35.025999999999996,35.31,25791623.0
35.510999999999996,36.031,35.452,35.955999999999996,30355356.0
35.853,35.985,35.63,35.798,21152442.0
35.664,35.939,35.148,35.227,42482851.0
35.291,35.443000000000005,34.934,35.433,33573284.0
35.236,35.424,35.106,35.361999999999995,27582249.0
35.361999999999995,35.53,35.106,35.301,23966612.0
35.407,35.894,35.353,35.894,25178155.0
35.844,35.894,35.452,35.673,22708899.0
35.853,35.911,35.586,35.689,20256596.0
35.778,35.818000000000005,35.415,35.755,29407460.0
35.707,35.755,35.424,35.595,28902065.0
35.717,35.894,35.501,35.889,22362389.0
35.985,36.449,35.808,36.422,38864203.0
36.119,36.188,35.808,35.844,20312609.0
35.769,35.911,35.461,35.871,26089995.0
36.109,36.696999999999996,35.939,36.663000000000004,35817231.0
36.893,37.061,36.688,36.900999999999996,27046146.0
36.856,36.900999999999996,36.49,36.715,16874408.0
36.5,36.617,36.348,36.571999999999996,16992488.0
36.412,36.535,36.271,36.348,20272392.0
36.304,36.367,35.844,36.099000000000004,33520291.0
36.535,36.972,36.348,36.679,29575134.0
36.508,37.016999999999996,36.508,36.919000000000004,27208552.0
36.733000000000004,37.286,35.881,37.079,25312870.0
37.007,37.132,36.635,37.052,30459451.0
37.034,37.16,36.766999999999996,36.928000000000004,22297962.0
36.848,37.211999999999996,36.811,37.079,53691989.0
37.105,37.363,37.086999999999996,37.353,21065979.0
37.211999999999996,37.311,36.972,37.132,29807821.0
37.096,37.409,36.883,37.39,22537717.0
37.302,37.311,36.856,37.114000000000004,26533438.0
37.016999999999996,37.625,36.928000000000004,37.585,83902253.0
37.513000000000005,37.55,37.096,37.096,34620675.0
37.238,37.497,37.086999999999996,37.248000000000005,30261156.0
37.132,37.275999999999996,36.945,37.275999999999996,22716136.0
37.293,37.353,36.972,37.187,17950913.0
37.141999999999996,37.471,37.105,37.353,24677782.0
37.257,37.363,37.016999999999996,37.168,35092021.0
37.311,37.353,36.945,37.069,20734832.0
36.801,37.363,36.518,37.086999999999996,24566629.0
37.096,37.446,36.900999999999996,37.446,27073529.0
37.559,37.766,37.4,37.488,24597235.0
37.657,37.783,37.39,37.766,32319721.0
37.808,39.418,37.79,39.211,71176780.0
40.431999999999995,40.664,39.365,39.616,92370115.0
39.72,39.891,39.365,39.758,48787783.0
39.641999999999996,40.175,39.339,39.881,42264926.0
40.033,40.167,39.667,39.881,48406519.0
40.431999999999995,40.431999999999995,39.694,39.918,58861696.0
39.97,40.033,39.428000000000004,39.497,34537818.0
39.41,39.73,39.41,39.588,30055337.0
39.465,39.598,39.079,39.117,33369094.0
39.06,39.221,38.821,39.035,31208346.0
39.203,39.231,38.510999999999996,38.77,35883599.0
38.589,38.867,38.326,38.395,35452837.0
38.439,38.478,37.899,38.126999999999995,35038259.0
38.227,38.672,38.085,38.58,38527765.0
38.53,38.662,38.102,38.326,29526369.0
38.022,38.404,37.55,38.022,27690751.0
38.109,38.652,37.942,38.458,34076721.0
38.458,38.53,38.175,38.43,32534223.0
38.486,38.652,38.27,38.43,22875897.0
38.289,38.775999999999996,38.253,38.715,24091207.0
38.858000000000004,39.303000000000004,38.715,39.211,25728284.0
39.211,39.515,39.154,39.383,21709094.0
39.658,39.942,39.497,39.844,46774516.0
39.979,40.131,39.749,40.131,30231552.0
40.254,40.586999999999996,40.131,40.577,31428401.0
40.586999999999996,40.639,40.193000000000005,40.236,27649647.0
40.141,40.507,40.131,40.479,24894864.0
40.561,40.702,40.347,40.416,20436967.0
40.639,40.677,40.32,40.433,18887519.0
40.561,40.639,40.226,40.293,16615178.0
40.193000000000005,40.284,40.067,40.167,23780852.0
40.058,40.264,39.933,40.175,19725544.0
40.363,40.677,40.150999999999996,40.668,24138617.0
40.668,40.694,40.150999999999996,40.363,25662251.0
39.861,40.381,39.861,40.246,37630085.0
40.049,40.525999999999996,40.032,40.516999999999996,29576666.0
40.381,41.111999999999995,40.381,41.096000000000004,41254421.0
41.598,42.04600000000001,41.553000000000004,41.861000000000004,45018986.0
41.91,42.02,41.428999999999995,41.928999999999995,30501263.0
41.841,42.071999999999996,41.598,42.071999999999996,32637917.0
42.01,42.09,41.716,41.79600000000001,42724074.0
41.66,41.813,41.268,41.391000000000005,42077257.0
41.526,41.937,41.43899999999999,41.861000000000004,31169919.0
41.428999999999995,41.79600000000001,41.382,41.643,42797830.0
41.707,41.919,41.59,41.786,39704619.0
41.9,42.583,41.716,42.537,226241863.0
42.343,42.413000000000004,42.055,42.126999999999995,43216657.0
41.937,42.055,41.598,41.678999999999995,37345446.0
41.74100000000001,42.173,41.483000000000004,42.145,29695840.0
41.966,42.153999999999996,41.205,41.214,36944527.0
41.111999999999995,41.733000000000004,40.963,41.543,30249380.0
41.159,41.678999999999995,40.963,41.573,29146523.0
41.51,41.605,41.188,41.501000000000005,36901532.0
40.722,41.974,40.586999999999996,41.876999999999995,36898389.0
41.623999999999995,41.891999999999996,40.945,41.045,38455425.0
40.82,41.287,39.343,39.413000000000004,58061507.0
39.225,39.889,38.931,39.071999999999996,41441671.0
39.269,39.727,38.994,39.147,42583842.0
38.485,38.842,37.685,38.69,67271874.0
38.071,38.565,37.794000000000004,38.259,54783526.0
38.672,39.334,38.305,39.054,45446161.0
38.548,39.513000000000005,38.323,39.461,38572147.0
39.711,40.254,39.556,40.175,40700515.0
40.284,40.347,39.584,39.727,37512384.0
39.986999999999995,40.677,39.861,40.302,50716283.0
41.9,41.983999999999995,40.443000000000005,41.295,68231817.0
40.919000000000004,41.268,40.919000000000004,41.096000000000004,33928119.0
41.053999999999995,41.623999999999995,40.973,41.615,32451794.0
41.573,41.803000000000004,41.483000000000004,41.733000000000004,33830165.0
41.446999999999996,41.467,40.973,41.224,33595849.0
42.02,42.04600000000001,41.605,42.028,40048052.0
41.974,42.485,41.832,42.468,25827768.0
42.343,42.725,42.297,42.583,24051428.0
42.788000000000004,42.879,42.305,42.845,25076288.0
42.845,43.738,42.778999999999996,43.595,36904640.0
43.791000000000004,43.791000000000004,43.227,43.576,31279504.0
43.585,43.998000000000005,43.46,43.766000000000005,40627849.0
43.728,43.801,43.552,43.748000000000005,26190767.0
43.468999999999994,43.791000000000004,43.431999999999995,43.666000000000004,25383065.0
43.693999999999996,44.445,43.603,44.408,29278362.0
44.527,44.795,44.213,44.383,32487435.0
44.23,44.498999999999995,43.99,44.275,33867393.0
44.257,44.43600000000001,43.868,43.906000000000006,26682517.0
43.833999999999996,43.915,43.173,43.43600000000001,29059604.0
43.24,43.868,43.123000000000005,43.868,23875324.0
44.159,44.18600000000001,42.854,43.22,47605653.0
43.23,43.24,42.688,42.871,39334844.0
42.93,43.211999999999996,42.743,42.761,31091823.0
42.778999999999996,43.23,42.591,43.013999999999996,30155759.0
43.193000000000005,43.409,42.888000000000005,43.068000000000005,23905566.0
43.132,43.942,42.978,43.798,34623719.0
43.996,44.18600000000001,43.417,43.653999999999996,28606118.0
43.635,43.69,43.068000000000005,43.31,26125123.0
43.59,44.195,43.417,43.996,33686411.0
43.979,44.113,43.58,43.618,30319801.0
43.53,43.555,42.733999999999995,42.958,29598205.0
42.437,43.163999999999994,42.383,42.871,27004636.0
42.861999999999995,42.93,42.068000000000005,42.247,33782613.0
42.41,43.004,42.049,42.492,32261072.0
42.049,42.996,42.041000000000004,42.293,38019434.0
42.516000000000005,42.94,41.931000000000004,42.041000000000004,32468209.0
41.345,41.743,40.653,40.681999999999995,53025222.0
40.580999999999996,41.382,40.446,41.20399999999999,38820110.0
41.96,42.806000000000004,41.743,42.806000000000004,44515558.0
42.888000000000005,43.33,42.492,42.93,71657640.0
43.041000000000004,43.347,42.978,43.22,29490481.0
43.571000000000005,43.961000000000006,43.357,43.644,26260456.0
43.816,43.816,43.31,43.365,12702747.0
43.608000000000004,43.608000000000004,43.078,43.132,14650975.0
42.968,43.041000000000004,42.571999999999996,42.743,16029441.0
42.733999999999995,42.897,42.196999999999996,42.357,18188352.0
42.093999999999994,42.733999999999995,41.843999999999994,41.843999999999994,23925234.0
41.77,42.093999999999994,41.662,41.735,44040162.0
41.778999999999996,42.113,41.025,41.12,40457908.0
41.419,41.854,40.979,41.645,32319589.0
42.113,43.013999999999996,42.085,42.871,32907434.0
42.888000000000005,43.078,42.247,42.50899999999999,26580656.0
42.716,42.826,41.76,41.978,26255291.0
42.31100000000001,43.155,41.493,41.75,39147809.0
41.4,41.655,41.095,41.4,32988513.0
41.635,41.778999999999996,40.906,40.97,36352160.0
40.817,41.69,40.691,41.655,39624783.0
41.708,42.023,41.051,41.788999999999994,31268468.0
41.382,41.56399999999999,40.97,41.365,42404197.0
41.879,42.46,41.511,42.456,34477138.0
42.663000000000004,42.688,42.159,42.5,25734298.0
42.34,42.456,41.655,42.348,46977499.0
38.691,38.914,37.926,38.427,187777747.0
38.501999999999995,38.548,37.078,37.104,97777685.0
36.869,37.943000000000005,36.743,37.842,70580526.0
37.429,37.455,36.347,36.394,86586332.0
36.563,37.266999999999996,36.239000000000004,37.186,55890614.0
37.501,37.773,36.969,37.474000000000004,57814072.0
37.782,38.023,37.258,37.688,46194892.0
38.031,38.41,37.698,38.24,40570442.0
38.445,38.548,37.969,38.205,38427689.0
38.05,38.501999999999995,38.023,38.158,34832869.0
38.501999999999995,38.529,37.996,38.373000000000005,32935348.0
38.418,38.418,38.023,38.177,42473082.0
38.455,38.816,38.293,38.816,36929240.0
39.076,39.518,38.87,39.518,44544093.0
39.891,39.919000000000004,39.185,39.534,37139784.0
39.873000000000005,40.0,39.736999999999995,39.91,32801332.0
39.91,40.126999999999995,39.817,39.973,31917955.0
40.043,40.099000000000004,39.61,39.783,37260516.0
39.619,40.09,39.51,39.808,35188706.0
39.518,39.765,39.093,39.264,34995365.0
39.019,39.199,38.902,39.063,28381775.0
39.073,39.228,38.848,39.111999999999995,25565379.0
39.010999999999996,39.111999999999995,38.24,38.428000000000004,39955668.0
38.275,39.13,38.275,38.875,35391411.0
38.419000000000004,38.748000000000005,38.129,38.129,43164360.0
38.393,38.438,37.958,38.086999999999996,35509792.0
37.496,37.786,36.997,37.376999999999995,66162023.0
36.925,37.625,36.842,37.54,63939847.0
37.625,37.778,37.449,37.703,38880629.0
37.531,37.95,37.330999999999996,37.823,34912476.0
37.585,38.856,37.496,38.56,48714264.0
38.332,38.637,38.303000000000004,38.356,37343632.0
38.61,38.993,38.55,38.902,79257797.0
38.919000000000004,39.13,38.81,38.875,28930042.0
38.81,39.168,38.783,38.919000000000004,28122305.0
38.938,38.938,37.595,37.615,47915344.0
37.396,37.749,37.123000000000005,37.387,41330084.0
37.305,37.585,37.042,37.169000000000004,37919454.0
37.288000000000004,37.685,37.114000000000004,37.16,38633942.0
36.997,37.224000000000004,36.778,36.882,38454954.0
36.86,36.979,36.57,36.943000000000005,40635323.0
36.887,36.961999999999996,36.398,36.551,41321044.0
37.703,38.021,37.478,37.677,31755308.0
37.615,37.823,37.232,37.577,27284802.0
37.424,37.759,37.424,37.634,28353649.0
37.634,38.058,37.567,37.847,30887667.0
37.650999999999996,38.157,37.55,37.885,33372830.0
37.923,38.129,37.55,37.786,26723641.0
37.885,38.521,37.814,38.341,30111453.0
38.058,38.411,37.941,38.249,24811596.0
37.804,37.866,37.341,37.759,46722360.0
37.977,39.168,37.814,38.919000000000004,50767682.0
39.010999999999996,39.148,38.582,38.68,28673508.0
38.711999999999996,39.13,38.601,39.001999999999995,27625245.0
38.911,39.563,38.829,39.319,51045333.0
41.424,43.675,41.415,43.427,144323576.0
42.851000000000006,43.665,42.841,43.573,65307100.0
43.347,44.643,43.276,44.593999999999994,66941401.0
44.2,44.736000000000004,44.001000000000005,44.51,52693219.0
44.183,44.943999999999996,44.09,44.126999999999995,71344531.0
43.881,44.335,43.71,43.765,37520434.0
43.383,43.693000000000005,42.92,43.181999999999995,55520090.0
43.31,43.339,41.748000000000005,41.986999999999995,57792848.0
41.968,42.711000000000006,41.878,42.367,36343055.0
43.145,43.531000000000006,43.111000000000004,43.32,38981485.0
43.137,43.465,42.975,42.975,27126075.0
42.501999999999995,43.258,42.113,42.955,32988761.0
43.718,43.835,43.153999999999996,43.206,37680497.0
43.573,44.291000000000004,43.573,44.2,36353577.0
44.364,44.364,43.592,43.81,31571778.0
43.531000000000006,43.747,43.192,43.556999999999995,26595961.0
43.482,43.656000000000006,43.083,43.445,31293637.0
43.273999999999994,43.766000000000005,43.16,43.445,27431165.0
43.18899999999999,43.464,42.925,43.3,24542913.0
43.18899999999999,43.236999999999995,42.751000000000005,42.827,28167743.0
42.76,42.806999999999995,42.178999999999995,42.542,32376534.0
42.751000000000005,43.62,42.57,43.473,29936515.0
43.373000000000005,43.846000000000004,43.273999999999994,43.328,21118404.0
43.309,43.43600000000001,42.542,42.788999999999994,39994240.0
42.971000000000004,43.62,42.57,43.128,31581133.0
42.871,43.236999999999995,42.57,42.846000000000004,23542853.0
43.256,43.592,42.751000000000005,42.778999999999996,30666431.0
42.723,43.063,42.18899999999999,42.333999999999996,30385416.0
42.278,42.479,41.86,42.132,27858364.0
42.278,42.396,41.70399999999999,41.755,24226416.0
41.784,41.948,41.512,41.684,26728088.0
41.812,42.76,41.722,42.56100000000001,31120887.0
42.606,42.846000000000004,42.122,42.406000000000006,29949827.0
42.203,42.433,41.91,41.976000000000006,26191548.0
41.503,41.684,41.108000000000004,41.521,36418583.0
41.537,42.22,41.363,41.85,29645972.0
41.755,42.067,41.419,41.976000000000006,31435114.0
42.198,42.733000000000004,42.16,42.662,35765657.0
42.723,42.76,41.995,42.093999999999994,69910931.0
42.132,42.258,41.658,41.92,28360457.0
41.70399999999999,42.22,41.592,41.665,38210686.0
42.013000000000005,42.058,41.54600000000001,41.684,22577453.0
41.812,42.258,41.11600000000001,41.325,54576895.0
41.125,41.3,40.507,40.516999999999996,37324488.0
40.826,40.834,40.123000000000005,40.315,39365496.0
40.597,41.3,40.269,40.578,31040751.0
40.616,40.86,40.23,40.544000000000004,23821650.0
40.143,40.616,40.133,40.534,25225518.0
40.488,40.625,39.555,40.451,39902577.0
40.578,40.998999999999995,40.204,40.395,43571431.0
40.86,41.292,40.632,40.650999999999996,35509720.0
41.098,41.218999999999994,40.696999999999996,40.735,27888699.0
41.062,41.658,41.04600000000001,41.583999999999996,30859396.0
41.503,41.968,41.372,41.658,25057251.0
41.711999999999996,41.9,41.483000000000004,41.784,29158997.0
42.013000000000005,42.635,41.976000000000006,42.606,28771278.0
42.505,42.715,42.239,42.57,32270824.0
42.597,43.035,42.406000000000006,42.846000000000004,33546451.0
42.715,43.217,42.442,43.169,46852494.0
41.493,42.854,41.273999999999994,41.583999999999996,64780606.0
41.333999999999996,42.21,41.181999999999995,42.103,37162737.0
41.92,42.29600000000001,41.821999999999996,41.948,35409623.0
41.948,42.013000000000005,41.317,41.41,43478890.0
41.618,41.675,40.898,41.4,37595211.0
41.457,42.715,41.325,42.268,44841761.0
42.239,43.282,41.938,42.806999999999995,43562558.0
43.178999999999995,43.256,42.46,42.644,34170136.0
42.898,42.915,42.415,42.742,26421340.0
42.687,43.563,42.625,43.409,36582199.0
43.812,44.205,43.409,43.445,29524740.0
43.563,43.62,42.303999999999995,42.57,29970984.0
42.36,42.715,42.239,42.678000000000004,20986314.0
42.871,43.365,42.77,43.217,25275784.0
42.751000000000005,42.863,41.91,42.378,32016103.0
42.178999999999995,42.827,41.738,42.678000000000004,33071811.0
42.971000000000004,43.007,42.451,42.67100000000001,24780120.0
42.486999999999995,43.007,42.479,42.915,23516539.0
42.742,43.328,42.522,43.208999999999996,23107286.0
43.053000000000004,43.595,42.923,43.446999999999996,25647988.0
42.997,43.273999999999994,42.556000000000004,42.843,34255375.0
42.345,42.711000000000006,41.968,41.968,39426185.0
41.637,41.802,39.588,39.588,76215776.0
37.18,39.806999999999995,36.507,38.31,96559674.0
39.119,39.744,37.123000000000005,37.196999999999996,76828850.0
38.611999999999995,39.376999999999995,37.739000000000004,39.256,68986194.0
39.735,40.395,39.451,40.351,55424828.0
39.891,40.579,39.881,40.379,30731649.0
40.037,40.379,39.616,40.001999999999995,37471532.0
38.76,39.148,38.291,38.438,54060077.0
38.935,39.873000000000005,38.494,39.854,40985578.0
39.797,40.441,39.708,40.341,35326159.0
40.634,40.81,39.442,39.588,36413806.0
39.634,40.249,39.293,39.788000000000004,34126046.0
39.652,40.064,39.47,39.965,29519429.0
39.919000000000004,39.927,39.395,39.559,25737092.0
39.698,40.708,39.598,40.423,31423054.0
40.414,40.792,40.296,40.718,25428217.0
40.708,41.36,40.518,40.673,35650875.0
39.984,40.431999999999995,39.826,39.965,68698535.0
40.092,40.872,40.074,40.545,28480089.0
39.873000000000005,40.488,39.806999999999995,40.351,30556701.0
40.379,40.598,39.993,40.321999999999996,18653557.0
39.937,40.562,39.772,40.36,30360535.0
40.881,41.111999999999995,40.221,40.388000000000005,31969653.0
40.287,40.518,39.715,39.788000000000004,30042619.0
39.863,40.045,39.569,39.927,35645807.0
40.332,40.718,40.131,40.681999999999995,38034231.0
42.795,43.669,42.739,43.613,36743788.0
43.613,43.696000000000005,43.126999999999995,43.301,31113201.0
43.178999999999995,43.265,42.739,43.199,21507340.0
42.795,43.318999999999996,42.795,43.101000000000006,21746187.0
42.879,43.292,42.766999999999996,42.903999999999996,26870505.0
43.208999999999996,43.227,42.766999999999996,43.208999999999996,29581227.0
43.217,43.696000000000005,43.108999999999995,43.669,28777216.0
43.585,44.01,43.217,43.77,31972898.0
43.603,43.943999999999996,43.217,43.907,33512001.0
44.045,44.108999999999995,43.301,43.383,27487315.0
43.687,44.99100000000001,43.283,44.146,61619529.0
48.071999999999996,49.698,48.025,48.595,147123340.0
48.282,49.928000000000004,48.253,49.864,70319290.0
49.623999999999995,49.975,49.248000000000005,49.348,55486518.0
49.21,49.617,48.586000000000006,49.617,51135496.0
49.21,49.475,48.917,49.04600000000001,32858963.0
49.008,49.623999999999995,48.365,48.383,50720978.0
48.576,49.04600000000001,48.365,48.934,32948591.0
48.65,49.994,48.623000000000005,49.772,39816472.0
49.797,50.442,49.688,50.001999999999995,40348147.0
50.083999999999996,50.276,49.63399999999999,49.983999999999995,34236773.0
49.707,50.535,49.598,50.479,35741222.0
50.138999999999996,50.431999999999995,49.229,49.778999999999996,35373343.0
49.698,49.755,48.961999999999996,49.181999999999995,60147067.0
49.358000000000004,49.817,49.138000000000005,49.312,39728644.0
49.156000000000006,49.617,48.888999999999996,49.008,38471816.0
48.777,48.982,48.282,48.566,40089742.0
48.787,49.532,48.576,49.413000000000004,34994763.0
49.199,49.533,48.905,49.015,34096987.0
49.043,49.949,49.023999999999994,49.82899999999999,32107225.0
49.958999999999996,50.578,49.765,49.913000000000004,30420487.0
50.201,50.246,49.283,50.144,40144949.0
50.201,50.394,49.738,50.144,30514187.0
49.894,50.376000000000005,49.58,50.201,24245650.0
50.05,50.181999999999995,49.68,49.68,22699948.0
49.782,50.04,49.773999999999994,49.903999999999996,9736021.0
50.468,50.856,49.968999999999994,50.292,60779377.0
50.347,51.105,50.246,51.096000000000004,43176361.0
51.191,51.782,50.948,51.086999999999996,51086850.0
51.346000000000004,51.605,49.903999999999996,50.153999999999996,41744004.0
50.07899999999999,52.032,50.06,51.735,47510913.0
51.623000000000005,51.792,51.162,51.641999999999996,33187590.0
51.327,51.911,50.88399999999999,51.623000000000005,35530872.0
51.236999999999995,51.7,50.43899999999999,50.875,39308066.0
51.255,51.495,50.903,51.144,34339710.0
50.623000000000005,50.986999999999995,49.979,50.023,42740545.0
50.272,51.086999999999996,49.67100000000001,51.023999999999994,50795313.0
51.503,51.727,50.978,51.077,43057725.0
51.393,52.042,50.672,51.94,40529348.0
52.151,52.549,51.38399999999999,51.542,44611754.0
51.605,51.82,49.997,50.089,91517046.0
50.784,51.217,50.181999999999995,50.736000000000004,40251612.0
50.88399999999999,51.336000000000006,50.43,51.217,30606228.0
51.542,51.708999999999996,51.298,51.652,29480939.0
51.69,51.782,51.291000000000004,51.512,10342183.0
51.217,51.773,50.875,51.773,24270396.0
52.088,52.607,51.872,52.328,29968982.0
52.255,52.541000000000004,52.085,52.106,17126420.0
51.856,51.995,51.282,51.336000000000006,26375938.0
50.263999999999996,50.708999999999996,49.405,50.708999999999996,53336346.0
50.827,51.255,50.468,50.93899999999999,35082856.0
50.263999999999996,50.339,49.636,50.013999999999996,39842759.0
48.763000000000005,49.49,48.184,48.273999999999994,57223233.0
48.461999999999996,49.303000000000004,48.255,48.422,49254903.0
48.589,48.905,47.618,48.395,39924655.0
48.821000000000005,49.136,48.175,48.84,37398645.0
49.782,50.031000000000006,47.474,47.784,68307157.0
48.11600000000001,49.428999999999995,47.718999999999994,49.145,51707481.0
47.48,48.09,46.581,47.184,74976202.0
47.637,47.821999999999996,46.323,46.784,47079613.0
46.248000000000005,47.544,45.433,46.998000000000005,67243785.0
47.193000000000005,47.727,46.545,46.711999999999996,40765617.0
47.571000000000005,48.422,47.433,48.385,36546421.0
48.062,48.72,47.793,47.922,35126125.0
47.922,48.523999999999994,47.703,48.273999999999994,30404573.0
48.125,48.303000000000004,47.211000000000006,47.397,36631796.0
47.986999999999995,48.312,47.424,48.17,57110405.0
50.643,50.948,49.968999999999994,50.93,73877786.0
50.784,50.978,50.426,50.623000000000005,44272256.0
50.123999999999995,50.21,48.72,49.043,55303807.0
49.273999999999994,49.405,47.433,48.263999999999996,59936820.0
48.21,48.868,47.534,48.11600000000001,45845565.0
48.062,48.11600000000001,45.858999999999995,46.413999999999994,63045067.0
47.438,47.615,46.721000000000004,47.615,35336020.0
47.986999999999995,49.178999999999995,47.951,48.856,40828920.0
48.769,49.348,48.555,48.638999999999996,27128716.0
48.435,48.725,48.025,48.295,28848385.0
48.725,49.397,48.725,49.068999999999996,25077514.0
48.778,48.806999999999995,47.512,47.701,27696014.0
47.244,47.997,46.784,47.867,33357299.0
48.211000000000006,48.555,47.168,48.555,27949722.0
49.022,49.097,47.625,47.81,35796667.0
47.857,48.136,47.215,47.419,28020849.0
47.501999999999995,49.013000000000005,47.458,49.003,32412010.0
48.846000000000004,49.358000000000004,48.607,49.348,28607900.0
49.368,49.368,48.257,48.788000000000004,24883503.0
48.836000000000006,48.882,48.193999999999996,48.49100000000001,33995534.0
48.053999999999995,48.276,47.138999999999996,47.559,40443382.0
47.343999999999994,48.583999999999996,47.153999999999996,48.136,34707329.0
48.36,49.255,48.32899999999999,49.247,27131929.0
49.328,49.338,47.681000000000004,48.50899999999999,41189485.0
49.397,49.46,48.817,49.46,32506669.0
49.125,49.945,49.05,49.553999999999995,25841328.0
49.163000000000004,49.945,49.153,49.945,22645064.0
49.81399999999999,50.886,49.768,50.652,34004720.0
50.523999999999994,51.26,50.327,50.941,30283833.0
51.18600000000001,51.232,49.809,49.851000000000006,72561073.0
49.628,50.261,49.328,50.198,25671902.0
49.964,50.56100000000001,49.824,50.391999999999996,24811826.0
50.428999999999995,50.552,50.085,50.299,21598104.0
50.178999999999995,50.633,50.076,50.523999999999994,21405994.0
50.523999999999994,50.597,49.702,49.898,16443681.0
50.01,51.129,49.81399999999999,50.99,23710484.0
51.193999999999996,51.855,51.166000000000004,51.303000000000004,23103717.0
51.211999999999996,51.809,51.129,51.473,25176001.0
51.303000000000004,51.828,50.858000000000004,51.791000000000004,24494349.0
51.43899999999999,51.538999999999994,50.756,50.848,18493671.0
50.662,51.446000000000005,50.523999999999994,51.371,21164004.0
51.138000000000005,51.176,50.542,50.756,17752373.0
50.951,51.519,50.623000000000005,50.72,23169969.0
50.784,51.398999999999994,50.605,50.614,21203794.0
50.672,51.052,50.103,50.931999999999995,25528041.0
51.371,51.666000000000004,51.156000000000006,51.585,19580231.0
51.463,51.79600000000001,51.321999999999996,51.593,20641845.0
51.538999999999994,52.11600000000001,51.361000000000004,51.863,27463737.0
51.717,52.74,51.455,52.619,23742993.0
52.778,52.909,51.891999999999996,52.553999999999995,28022572.0
52.46,52.657,51.711999999999996,51.809,36863815.0
52.004,52.403999999999996,51.645,51.986000000000004,36591317.0
48.378,48.865,47.316,48.257,130539723.0
48.257,48.583999999999996,48.117,48.56399999999999,33487052.0
48.707,48.788000000000004,47.615,47.941,34955582.0
47.977,47.997,47.11,47.476000000000006,43131173.0
47.178000000000004,47.316,46.188,46.505,41854430.0
45.992,46.832,45.992,46.486999999999995,46439120.0
46.917,46.981,46.226000000000006,46.394,26267331.0
46.449,46.655,46.096000000000004,46.477,24302944.0
46.477,46.88,46.349,46.544,24905905.0
46.523999999999994,46.961000000000006,46.282,46.961000000000006,24880892.0
47.056000000000004,47.144,46.599,46.665,17377070.0
46.908,47.625,46.775,47.549,22934227.0
47.651,48.257,47.53,47.577,20426044.0
47.717,48.286,47.458,48.007,24505671.0
47.941,48.365,47.568000000000005,47.605,21897739.0
47.343999999999994,48.425,47.298,48.305,15575899.0
48.538999999999994,48.548,47.263000000000005,47.405,26466661.0
47.375,47.995,47.207,47.68600000000001,20243982.0
47.365,47.506,46.754,47.226000000000006,24725336.0
47.375,48.07,47.299,47.506,23000642.0
47.49,47.563,46.908,46.952,23931192.0
47.581,48.53,47.299,48.417,33497495.0
48.728,49.261,48.604,48.933,22103881.0
48.736999999999995,48.781000000000006,48.2,48.7,24393117.0
48.728,49.093999999999994,48.586000000000006,49.093999999999994,14819677.0
49.04600000000001,49.742,48.876000000000005,49.742,34313334.0
49.214,49.693000000000005,49.214,49.61,23203964.0
49.403999999999996,49.495,48.647,49.253,23620940.0
49.159,49.195,48.426,48.604,22973155.0
48.792,49.131,48.7,48.923,17646241.0
49.027,49.485,48.896,48.896,19357481.0
48.821000000000005,49.214,48.68,48.84,21365350.0
46.531000000000006,47.596000000000004,46.044,47.056999999999995,85088348.0
46.831,47.019,46.521,46.763999999999996,44412607.0
46.718999999999994,47.038000000000004,46.63399999999999,46.63399999999999,30263234.0
46.473,47.365,46.461000000000006,47.291000000000004,30765850.0
47.309,47.327,46.754,47.047,44491596.0
47.523999999999994,47.706,46.952,46.99,35541824.0
47.111000000000004,48.266000000000005,47.076,48.042,33343669.0
47.938,48.295,47.818999999999996,47.864,26363634.0
48.125,48.86,48.005,48.718,27905178.0
46.744,47.806000000000004,46.473,46.763999999999996,67085878.0
46.081,46.123999999999995,45.081,45.451,52786687.0
45.911,46.428000000000004,45.675,46.398999999999994,37885558.0
46.841,47.6,46.736999999999995,47.431999999999995,29127246.0
47.6,48.145,47.395,48.023,27860008.0
