Date,Open,High,Low,Close,Volume
2007-12-20,28.62,29.024,28.45,28.803,73166962
2007-12-21,29.09,29.245,28.994,29.245,102636852
2007-12-24,29.254,29.778,29.236,29.665,36526404
2007-12-26,29.528,29.717,29.409,29.691,37292836
2007-12-27,29.441,29.64,29.148,29.172,41074517
2007-12-28,29.236,29.383,28.929,29.294,40476309
2007-12-31,29.124,29.187,28.803,28.874,42783252
2008-01-02,29.024,29.165,28.383,28.563,77687897
2008-01-03,28.563,28.915,28.269,28.685,61157661
2008-01-04,28.538,28.547,27.648,27.881,88891659
2008-01-07,27.978,28.223,27.778,28.069,98845969
2008-01-08,28.076,28.151,27.088,27.127,97580373
2008-01-09,27.047,28.013,27.047,27.934,91598195
2008-01-10,27.713,27.978,27.393,27.842,89329617
2008-01-11,27.566,27.77,27.346,27.501,68025026
2008-01-14,27.94,28.036,27.638,27.889,65093221
2008-01-15,27.881,27.881,27.574,27.574,75913227
2008-01-16,27.015,27.292,26.366,26.949,148927051
2008-01-17,27.338,27.411,26.739,26.852,116204837
2008-01-18,26.843,27.574,26.739,26.771,141471954
2008-01-22,25.579,26.384,25.545,25.944,134024639
2008-01-23,25.612,25.991,25.173,25.897,169568431
2008-01-24,26.253,27.055,26.048,26.964,191212054
2008-01-25,28.269,28.383,26.658,26.714,242264983
2008-01-28,26.771,26.843,26.29,26.537,99844044
2008-01-29,26.666,26.673,26.235,26.437,83851082
2008-01-30,26.422,26.599,25.991,26.114,130877291
2008-01-31,25.921,26.553,25.723,26.437,127431826
2008-02-01,25.223,26.964,24.532,24.687,358771229
2008-02-04,24.72,24.914,24.419,24.483,147924801
2008-02-05,24.256,24.282,23.428,23.575,169551856
2008-02-06,23.804,23.804,22.935,23.131,169905829
2008-02-07,23.021,23.341,22.629,22.802,203309354
2008-02-08,22.953,23.582,22.903,23.16,153938767
2008-02-11,23.138,23.202,22.637,22.879,193323784
2008-02-12,23.03,23.21,22.795,22.983,103991742
2008-02-13,23.254,23.56,23.138,23.487,109720030
2008-02-14,23.434,23.552,23.081,23.115,84083354
2008-02-15,23.081,23.228,22.911,23.047,83422101
2008-02-19,23.366,23.392,22.763,22.847,84169430
2008-02-20,22.829,22.919,22.642,22.888,114464263
2008-02-21,23.21,23.487,22.674,22.787,121790942
2008-02-22,22.802,23.021,22.06,22.447,154983160
2008-02-25,22.423,22.903,22.287,22.578,135547546
2008-02-26,22.44,23.406,22.44,23.012,133463223
2008-02-27,22.879,23.261,22.787,22.919,92710264
2008-02-28,22.726,22.927,22.546,22.65,102304936
2008-02-29,22.39,22.571,21.912,22.052,144747847
2008-03-03,22.06,22.213,21.79,21.887,94315864
2008-03-04,21.912,22.407,21.865,22.374,107154182
2008-03-05,22.483,23.039,22.465,22.795,131238656
2008-03-06,22.787,22.847,22.304,22.359,112364720
2008-03-07,22.156,22.763,22.156,22.602,95671470
2008-03-10,22.586,22.919,22.505,22.748,89438050
2008-03-11,23.012,23.796,23.012,23.746,121765661
2008-03-12,23.853,23.915,23.145,23.219,93703345
2008-03-13,23.115,23.512,22.837,23.21,104261022
2008-03-14,23.274,23.528,22.415,22.674,129721045
2008-03-17,22.189,23.298,22.126,22.953,104185903
2008-03-18,23.306,23.906,23.254,23.861,102746735
2008-03-19,23.901,23.998,23.21,23.21,75769288
2008-03-20,23.267,23.696,23.185,23.665,74197035
2008-03-24,23.763,23.844,23.568,23.657,59550137
2008-03-25,23.787,23.819,23.469,23.633,60629910
2008-03-26,23.552,23.575,23.012,23.16,56544308
2008-03-27,23.073,23.108,22.71,22.748,58805290
2008-03-28,22.896,23.056,22.571,22.637,60724688
2008-03-31,22.586,23.185,22.578,23.012,57611295
2008-04-01,23.392,23.953,23.219,23.915,81074045
2008-04-02,23.972,23.99,23.52,23.648,61032521
2008-04-03,23.582,23.778,23.357,23.52,47973596
2008-04-04,23.641,23.728,23.306,23.648,54019100
2008-04-07,23.963,23.998,23.544,23.648,54725140
2008-04-08,23.452,23.52,23.145,23.315,55152722
2008-04-09,23.274,23.552,23.145,23.428,56522505
2008-04-10,23.384,23.844,23.357,23.607,80875780
2008-04-11,23.392,23.528,22.879,22.935,60433501
2008-04-14,22.871,22.96,22.65,22.756,53448439
2008-04-15,22.787,23.099,22.734,22.911,41960300
2008-04-16,23.138,23.56,23.012,23.479,66655280
2008-04-17,23.616,23.796,23.434,23.696,60084571
2008-04-18,24.322,24.412,24.015,24.33,90716906
2008-04-21,24.491,24.815,24.427,24.669,67015682
2008-04-22,24.841,24.898,24.305,24.532,83043964
2008-04-23,24.694,25.512,24.574,25.504,121273155
2008-04-24,25.653,26.032,25.27,25.788,143591535
2008-04-25,24.371,24.645,24.008,24.192,179033925
2008-04-28,24.167,24.192,23.374,23.512,120140008
2008-04-29,23.357,23.434,23.073,23.228,104072471
2008-04-30,23.306,23.688,23.124,23.131,91989890
2008-05-01,23.115,23.915,23.099,23.844,88371333
2008-05-02,23.998,24.023,23.406,23.712,81328127
2008-05-05,24.274,24.517,23.512,23.582,147464783
2008-05-06,23.52,24.217,23.461,24.086,115330077
2008-05-07,24.08,24.442,23.948,24.031,63759527
2008-05-08,23.746,23.835,23.52,23.738,85803058
2008-05-09,23.688,23.963,23.479,23.835,63634244
2008-05-12,23.844,24.377,23.804,24.322,79259572
2008-05-13,24.347,24.434,23.948,24.151,87432914
2008-05-14,24.289,24.539,24.109,24.274,82282473
2008-05-15,24.289,24.761,24.282,24.694,65790026
2008-05-16,24.72,24.72,24.265,24.322,100540900
2008-05-19,24.239,24.239,23.771,23.893,73508833
2008-05-20,23.746,23.771,23.219,23.323,93374011
2008-05-21,23.357,23.56,22.863,22.911,74100681
2008-05-22,22.935,23.274,22.855,23.09,64363713
2008-05-23,22.911,22.974,22.667,22.748,60288707
2008-05-27,22.748,23.115,22.748,23.066,58258062
2008-05-28,23.16,23.169,22.741,22.855,64163458
2008-05-29,22.837,23.261,22.82,22.96,58781084
2008-05-30,22.974,23.274,22.871,22.968,78130665
2008-06-02,22.903,23,22.344,22.546,94980426
2008-06-03,22.667,22.96,22.117,22.147,106802220
2008-06-04,22.099,22.415,22.06,22.336,98107127
2008-06-05,22.474,22.953,22.383,22.953,93736778
2008-06-06,22.691,22.847,22.294,22.294,96753995
2008-06-09,22.39,22.637,22.139,22.474,82333188
2008-06-10,22.18,22.944,22.156,22.62,95463220
2008-06-11,22.586,22.657,21.988,21.995,71643396
2008-06-12,22.221,23.151,22.052,22.903,140490016
2008-06-13,23.202,23.981,23.115,23.575,162635558
2008-06-16,23.528,23.607,23.228,23.461,92132845
2008-06-17,23.52,23.616,23.349,23.357,54565915
2008-06-18,23.16,23.406,23.081,23.081,61255358
2008-06-19,23.124,23.674,22.974,23.461,76496290
2008-06-20,23.443,23.452,22.787,22.896,120193907
2008-06-23,22.935,23.039,22.538,22.683,70463308
2008-06-24,22.629,22.718,22.311,22.49,80416354
2008-06-25,22.546,23.254,22.512,22.991,79213866
2008-06-26,22.667,22.871,22.505,22.505,82650433
2008-06-27,22.447,22.637,22.27,22.407,89761462
2008-06-30,22.423,22.691,22.294,22.311,71302205
2008-07-01,22.074,22.206,18.806,21.79,123511144
2008-07-02,21.799,21.895,20.988,20.988,104383240
2008-07-03,21.039,21.166,20.76,21.069,45717436
2008-07-07,21.166,21.401,20.638,21.111,88104052
2008-07-08,21.003,21.248,20.69,20.964,80828169
2008-07-09,20.882,20.964,20.421,20.462,66827130
2008-07-10,20.421,20.819,20.258,20.638,70231675
2008-07-11,20.363,20.795,20.17,20.478,83978162
2008-07-14,20.62,20.931,20.332,20.396,63150006
2008-07-15,20.22,21.606,20.22,21.207,114316633
2008-07-16,21.142,22.132,21.02,22.108,101166437
2008-07-17,22.368,22.637,21.988,22.319,118731684
2008-07-18,21.313,21.468,20.363,20.972,185250304
2008-07-21,20.819,21.223,20.705,20.795,95559999
2008-07-22,20.728,21.039,20.664,20.923,109002114
2008-07-23,21.02,21.766,20.964,21.433,96075893
2008-07-24,21.149,21.223,20.629,20.629,99985640
2008-07-25,20.811,21.264,20.682,21.215,72136573
2008-07-28,21.029,21.173,20.553,20.682,73605346
2008-07-29,20.699,21.239,20.597,21.173,81789467
2008-07-30,21.23,21.482,21.003,21.273,64078687
2008-07-31,20.964,21.313,20.851,20.859,73740199
2008-08-01,21.045,21.045,20.332,20.629,102008609
2008-08-04,20.569,20.72,20.363,20.501,74484069
2008-08-05,20.819,21.313,20.682,21.256,103935091
2008-08-06,21.678,22.026,21.394,21.912,117774434
2008-08-07,21.816,22.505,21.678,22.213,101773366
2008-08-08,22.147,22.896,22.052,22.811,99647841
2008-08-11,22.594,23.03,22.432,22.629,84747282
2008-08-12,22.49,23,22.368,22.802,77431697
2008-08-13,22.756,23.115,22.512,22.637,63087387
2008-08-14,22.546,22.935,22.352,22.637,61322146
2008-08-15,22.691,22.829,22.368,22.553,58283476
2008-08-18,22.529,22.748,22.344,22.456,46907561
2008-08-19,22.319,22.505,22.117,22.156,49703264
2008-08-20,22.304,22.368,22.035,22.132,51151274
2008-08-21,21.912,22.083,21.781,22.044,53778813
2008-08-22,22.074,22.61,22.074,22.578,59100902
2008-08-25,22.39,22.578,22.27,22.432,63345896
2008-08-26,22.344,22.483,22.035,22.117,55208421
2008-08-27,22.156,22.538,22.003,22.352,41890822
2008-08-28,22.39,22.718,22.383,22.657,59645429
2008-08-29,22.465,22.529,22.132,22.132,62558771
2008-09-02,22.44,22.512,21.945,21.978,81470312
2008-09-03,21.895,22.044,21.766,21.816,70440891
2008-09-04,21.619,21.808,21.371,21.371,81552941
2008-09-05,21.111,21.264,20.786,20.803,101468011
2008-09-08,21.256,21.354,20.819,21.182,76584918
2008-09-09,21.239,21.572,21.128,21.166,105665944
2008-09-10,21.533,21.781,21.288,21.441,92531287
2008-09-11,21.441,22.27,21.111,22.171,89885907
2008-09-12,22.06,22.498,21.85,22.399,93182601
2008-09-15,21.842,22.294,21.678,21.749,101498257
2008-09-16,21.166,21.482,20.699,21.078,137702614
2008-09-17,20.851,20.98,19.868,19.924,127695387
2008-09-18,20.112,20.561,19.471,20.485,163073088
2008-09-19,21.288,21.408,19.058,20.405,166367723
2008-09-22,21.248,21.347,20.535,20.597,129650239
2008-09-23,20.829,21.223,20.553,20.629,113559333
2008-09-24,20.69,21.157,20.647,20.859,98950708
2008-09-25,20.939,21.799,20.873,21.581,118555462
2008-09-26,21.273,22.352,21.199,22.221,124193110
2008-09-29,21.79,22.432,20.281,20.281,165663576
2008-09-30,20.915,21.644,20.713,21.644,132034040
2008-10-01,21.347,21.887,21.313,21.476,109638356
2008-10-02,21.305,21.515,20.843,21.288,115672492
2008-10-03,21.401,22.278,21.281,21.347,140920088
2008-10-06,20.795,21.078,19.576,20.204,180478026
2008-10-07,20.273,20.444,18.766,18.841,179942228
2008-10-08,18.532,19.706,18.245,18.661,211590069
2008-10-09,19.22,19.39,17.902,18.084,162710154
2008-10-10,17.67,18.126,16.747,17.436,281634069
2008-10-13,18.581,20.682,18.353,20.682,178671548
2008-10-14,20.803,20.867,19.14,19.546,204284402
2008-10-15,19.295,19.665,18.229,18.378,139644085
2008-10-16,18.598,19.619,17.281,19.619,198673484
2008-10-17,19.042,20.363,18.902,19.407,164801373
2008-10-20,19.627,20.07,18.661,20.05,115256259
2008-10-21,19.706,20.281,18.872,18.945,123667307
2008-10-22,18.686,18.703,16.951,17.463,184952276
2008-10-23,17.48,18.321,16.942,18.1,190226336
2008-10-24,17.08,18.54,16.988,17.807,189770029
2008-10-27,17.572,17.807,17.049,17.178,145117907
2008-10-28,17.549,18.823,17.308,18.733,165346187
2008-10-29,18.749,19.44,18.411,18.653,137801609
2008-10-30,19.171,19.365,18.161,18.353,117527233
2008-10-31,18.288,18.581,17.938,18.107,111123007
2008-11-03,18.215,18.581,18.013,18.345,76354279
2008-11-04,18.757,19.186,18.548,19.081,88919184
2008-11-05,18.92,18.928,17.883,17.908,100099030
2008-11-06,17.777,17.908,16.92,16.935,117707999
2008-11-07,17.281,17.471,17.032,17.436,87871255
2008-11-10,17.719,17.816,17.187,17.274,82724935
2008-11-11,17.274,17.274,16.859,17.196,96185821
2008-11-12,16.92,17.032,16.445,16.463,111066670
2008-11-13,16.309,17.234,15.199,17.234,182928602
2008-11-14,16.626,17.308,15.937,16.267,119025122
2008-11-17,15.952,16.413,15.529,15.672,119951552
2008-11-18,15.789,15.946,15.209,15.911,134318959
2008-11-19,15.897,16.178,14.801,14.833,127007110
2008-11-20,14.681,15.276,14.193,14.216,171965653
2008-11-21,14.597,15.977,14.582,15.96,193610010
2008-11-24,16.137,16.98,16.115,16.782,154483799
2008-11-25,16.911,16.972,15.855,16.211,114603540
2008-11-26,16.082,16.772,15.999,16.618,98245168
2008-11-28,16.42,16.472,16.237,16.397,38683463
2008-12-01,16.137,16.178,15.084,15.093,98172626
2008-12-02,15.401,15.664,15.052,15.529,98260627
2008-12-03,15.084,16.137,15.084,16.115,99814167
2008-12-04,15.699,16.156,15.236,15.497,97051501
2008-12-05,15.369,16.204,14.979,16.115,113435639
2008-12-08,16.544,17.234,16.334,17.041,132213040
2008-12-09,16.68,17.234,16.593,16.705,99240023
2008-12-10,16.876,16.998,16.463,16.713,75829915
2008-12-11,16.301,16.318,15.664,15.771,103029084
2008-12-12,15.57,16.099,15.167,15.699,96308654
2008-12-15,15.68,15.765,15.32,15.444,73869266
2008-12-16,15.551,16.367,15.408,16.309,120454659
2008-12-17,16.025,16.26,15.815,15.946,97316264
2008-12-18,16.099,16.237,15.401,15.655,99537012
2008-12-19,15.749,16.059,15.497,15.505,139904961
2008-12-22,15.638,15.645,15.32,15.551,72213607
2008-12-23,15.68,15.871,15.416,15.638,58584333
2008-12-24,15.621,15.771,15.49,15.544,20831396
2008-12-26,15.57,15.68,15.483,15.513,28484811
2008-12-29,15.529,15.578,15.118,15.378,72149647
2008-12-30,15.408,15.806,15.408,15.687,53282870
2008-12-31,15.655,15.96,15.63,15.765,57237358
2009-01-02,15.847,16.544,15.707,16.489,61755291
2009-01-05,16.381,16.764,16.267,16.642,75799892
2009-01-06,16.851,17.032,16.713,16.835,71613230
2009-01-07,16.327,16.454,15.798,15.823,89652529
2009-01-08,15.96,16.373,15.855,16.318,85866496
2009-01-09,16.373,16.463,15.741,15.832,61417223
2009-01-12,15.999,16.049,15.655,15.789,64316572
2009-01-13,15.855,16.211,15.832,16.074,81156437
2009-01-14,15.815,15.96,15.416,15.483,98961743
2009-01-15,15.483,15.655,15.018,15.603,118583019
2009-01-16,15.928,16.147,15.529,15.985,98186464
2009-01-20,15.815,15.911,14.898,14.987,110187055
2009-01-21,15.32,15.771,14.972,15.715,84208188
2009-01-22,14.612,14.744,13.843,13.874,274168925
2009-01-23,13.771,14.185,13.584,13.949,144043062
2009-01-26,13.998,14.443,13.973,14.297,114028737
2009-01-27,14.459,14.572,14.136,14.321,76035856
2009-01-28,14.443,14.849,14.405,14.629,79094165
2009-01-29,14.397,14.565,14.241,14.265,59964086
2009-01-30,14.388,14.427,13.867,13.867,76896969
2009-02-02,13.823,14.703,13.789,14.459,109544514
2009-02-03,14.474,15.093,14.274,15,106504618
2009-02-04,15.035,15.408,15,15.108,93197281
2009-02-05,15,15.521,14.801,15.444,92678795
2009-02-06,15.49,16.162,15.459,15.946,106925522
2009-02-09,15.991,16.032,15.621,15.765,64325083
2009-02-10,15.613,16.059,15.167,15.245,103501551
2009-02-11,15.401,15.806,15.346,15.578,72255962
2009-02-12,15.378,15.672,15.035,15.621,92827784
2009-02-13,15.645,15.789,15.444,15.483,58447850
2009-02-17,14.993,15,14.509,14.673,93495562
2009-02-18,14.761,14.965,14.597,14.694,67744715
2009-02-19,14.907,14.907,14.443,14.526,60094577
2009-02-20,14.427,14.753,14.321,14.597,85591246
2009-02-23,14.629,14.719,13.917,13.958,87276309
2009-02-24,13.806,14.069,13.268,13.925,151236742
2009-02-25,13.789,13.98,13.349,13.753,130459135
2009-02-26,13.83,13.851,13.317,13.317,102576702
2009-02-27,13.201,13.398,13.058,13.097,115183295
2009-03-02,12.935,13.176,12.75,12.804,99349468
2009-03-03,12.969,13.172,12.683,12.878,98487726
2009-03-04,12.887,13.302,12.887,13.071,84888302
2009-03-05,12.821,12.878,12.385,12.385,110103837
2009-03-06,12.448,12.67,12.058,12.394,114446496
2009-03-09,12.335,12.766,12.247,12.287,81979020
2009-03-10,12.464,13.478,12.368,13.365,117368839
2009-03-11,13.511,13.949,13.326,13.874,104221344
2009-03-12,13.806,13.823,13.365,13.797,115533533
2009-03-13,13.771,13.83,13.122,13.503,102302842
2009-03-16,13.642,13.753,13.172,13.176,82651178
2009-03-17,13.285,13.703,13.185,13.703,77262611
2009-03-18,13.642,13.964,13.461,13.753,87207731
2009-03-19,14.069,14.151,13.719,13.9,72744456
2009-03-20,14.056,14.313,13.688,13.836,100790740
2009-03-23,14.159,15.075,14.038,14.864,88287021
2009-03-24,14.62,14.768,14.468,14.543,61714116
2009-03-25,14.597,14.849,14.209,14.5,91158451
2009-03-26,14.761,15.311,14.694,15.269,78640682
2009-03-27,15.018,15.093,14.638,14.703,58781200
2009-03-30,14.388,14.405,14.007,14.177,60955427
2009-03-31,14.427,15.236,14.421,14.898,113552352
2009-04-01,14.833,15.699,14.744,15.664,118535415
2009-04-02,15.798,16.13,15.408,15.645,122134031
2009-04-03,15.466,15.529,14.948,15.209,100404087
2009-04-06,15.108,15.216,14.81,15.216,58432780
2009-04-07,15.216,15.521,15.108,15.216,81122057
2009-04-08,15.392,15.911,15.378,15.56,69337405
2009-04-09,15.765,15.977,15.585,15.952,68587227
2009-04-13,15.937,16.099,15.707,15.888,54762203
2009-04-14,15.749,15.855,15.408,15.694,78385104
2009-04-15,15.603,15.613,15.009,15.269,89403769
2009-04-16,15.56,16.04,15.401,16.025,83442733
2009-04-17,15.968,15.968,15.408,15.57,75654969
2009-04-20,15.328,15.369,15.061,15.093,77604552
2009-04-21,15.093,15.476,15.061,15.385,75018028
2009-04-22,15.192,15.56,15.167,15.229,72973858
2009-04-23,15.284,15.362,14.979,15.346,105009636
2009-04-24,16.082,17.196,15.815,16.959,206821825
2009-04-27,16.626,16.885,16.445,16.544,83885019
2009-04-28,16.381,16.437,16.049,16.162,91612100
2009-04-29,16.309,16.942,16.267,16.42,94753143
2009-04-30,16.705,17.11,16.229,16.429,103205252
2009-05-01,16.359,16.506,16.108,16.413,77858765
2009-05-04,16.536,16.544,16.204,16.373,66971613
2009-05-05,16.318,16.413,15.928,16.049,82410139
2009-05-06,16.26,16.276,15.904,16.049,73504696
2009-05-07,16.195,16.211,15.521,15.672,84690998
2009-05-08,15.815,15.928,15.521,15.749,83335051
2009-05-11,15.537,15.999,15.416,15.672,78607578
2009-05-12,15.815,16.267,15.789,16.13,88667732
2009-05-13,16.204,16.22,15.952,16.017,60766887
2009-05-14,16.074,16.404,16.059,16.267,67101318
2009-05-15,16.276,16.626,16.204,16.397,75507624
2009-05-18,16.489,16.705,16.413,16.705,56726049
2009-05-19,16.584,16.82,16.42,16.472,63266958
2009-05-20,16.472,16.782,16.397,16.529,58495310
2009-05-21,16.318,16.404,15.823,16.074,71801982
2009-05-22,16.17,16.359,15.789,16.017,46015757
2009-05-26,15.815,16.584,15.771,16.498,55475504
2009-05-27,16.42,16.705,16.276,16.327,52888861
2009-05-28,16.481,16.732,16.26,16.584,56073923
2009-05-29,16.626,16.98,16.463,16.942,56832915
2009-06-01,17.066,17.436,16.92,17.353,70656192
2009-06-02,17.368,17.825,17.196,17.353,60329109
2009-06-03,17.281,17.646,17.268,17.624,68835091
2009-06-04,17.654,17.763,17.504,17.705,52194131
2009-06-05,17.763,18.093,17.689,17.955,72667577
2009-06-08,17.79,18.1,17.54,17.883,60407957
2009-06-09,17.883,18.1,17.746,17.908,58996637
2009-06-10,17.955,18.345,17.938,18.288,75455823
2009-06-11,18.321,18.864,18.304,18.513,80301292
2009-06-12,18.571,18.962,18.443,18.92,62797539
2009-06-15,18.841,19.09,18.67,18.994,85152394
2009-06-16,19.065,19.554,19.012,19.017,129812714
2009-06-17,19.107,19.319,18.789,19.205,106564913
2009-06-18,19.14,19.212,18.894,19.058,72535685
2009-06-19,19.514,19.739,19.261,19.521,142340981
2009-06-22,19.39,19.423,18.856,18.88,87887924
2009-06-23,18.953,19.186,18.823,18.928,69973223
2009-06-24,18.994,19.261,18.945,19.034,66922934
2009-06-25,19.003,19.399,18.814,19.295,71175344
2009-06-26,19.116,19.212,18.911,18.936,80517847
2009-06-29,19.14,19.488,19.099,19.35,77490719
2009-06-30,19.447,19.657,19.165,19.277,81913072
2009-07-01,19.521,19.706,19.432,19.495,67667163
2009-07-02,19.277,19.495,18.823,18.953,80633223
2009-07-06,18.799,18.88,18.548,18.814,60354898
2009-07-07,18.695,18.766,18.215,18.271,65122590
2009-07-08,18.06,18.403,17.843,18.294,90027147
2009-07-09,18.362,18.496,18.143,18.198,57909138
2009-07-10,17.995,18.279,17.964,18.161,53304090
2009-07-13,18.161,18.886,17.955,18.841,83296866
2009-07-14,18.806,18.832,18.54,18.741,55937410
2009-07-15,19.205,19.562,19.107,19.562,82851768
2009-07-16,19.399,19.821,19.35,19.821,79578795
2009-07-17,19.828,19.828,19.546,19.697,65154715
2009-07-20,19.782,19.892,19.584,19.892,58863274
2009-07-21,20.032,20.136,19.766,20.136,64114576
2009-07-22,20.008,20.196,19.877,20.112,81591897
2009-07-23,20.22,20.859,20.143,20.728,129121076
2009-07-24,19.123,19.373,18.496,19.017,265275002
2009-07-27,19.017,19.017,18.571,18.741,99708653
2009-07-28,18.653,19.099,18.571,19.034,86614157
2009-07-29,19.245,19.39,18.928,19.304,90740993
2009-07-30,19.627,19.812,19.229,19.312,83503813
2009-07-31,19.261,19.521,19.058,19.072,66902825
2009-08-03,19.295,19.35,19.058,19.326,57762806
2009-08-04,19.165,19.295,19.081,19.277,60581334
2009-08-05,19.407,19.665,19.295,19.312,65683033
2009-08-06,19.407,19.447,18.872,19.025,73590915
2009-08-07,19.261,19.319,19.058,19.107,56924961
2009-08-10,19.003,19.099,18.894,18.994,43477623
2009-08-11,18.928,18.98,18.695,18.757,41447431
2009-08-12,18.782,19.383,18.677,19.081,76372948
2009-08-13,19.171,19.342,18.98,19.156,48030127
2009-08-14,19.156,19.304,19.065,19.212,57126587
2009-08-17,18.987,19.14,18.841,18.856,52360387
2009-08-18,18.911,19.179,18.872,19.123,47883762
2009-08-19,18.88,19.236,18.856,19.179,51565708
2009-08-20,19.14,19.356,19.09,19.195,48710140
2009-08-21,19.407,19.803,19.277,19.797,85078266
2009-08-24,19.766,20.057,19.691,19.984,66781632
2009-08-25,19.951,20.127,19.837,19.984,54207369
2009-08-26,19.919,20.07,19.803,19.91,50629432
2009-08-27,19.803,20.094,19.706,20.026,56042971
2009-08-28,20.315,20.673,19.959,20.018,68794116
2009-08-31,19.919,20.153,19.697,19.992,61142798
2009-09-01,19.766,20.062,19.383,19.463,77169322
2009-09-02,19.319,19.576,19.285,19.35,50217628
2009-09-03,19.39,19.576,19.27,19.554,42060660
2009-09-04,19.576,20.112,19.529,19.968,55472347
2009-09-08,19.951,20.143,19.797,20.127,66234554
2009-09-09,20.05,20.235,20.008,20.094,61526226
2009-09-10,20.104,20.315,19.992,20.273,57034069
2009-09-11,20.211,20.415,20.118,20.162,66957952
2009-09-14,19.992,20.346,19.984,20.273,52761628
2009-09-15,20.235,20.492,20.162,20.437,55134077
2009-09-16,20.478,20.561,20.235,20.437,61293286
2009-09-17,20.325,20.584,20.325,20.519,52300783
2009-09-18,20.647,20.664,20.354,20.485,83837385
2009-09-21,20.354,20.576,20.354,20.519,35591243
2009-09-22,20.613,20.939,20.51,20.898,75599539
2009-09-23,21.02,21.288,20.795,20.851,74704338
2009-09-24,20.997,21.173,20.811,21.039,69376337
2009-09-25,20.829,20.939,20.699,20.72,61785242
2009-09-28,20.76,21.215,20.76,20.947,54698624
2009-09-29,21.003,21.055,20.836,20.882,48124263
2009-09-30,20.882,21.078,20.584,20.859,78327581
2009-10-01,20.591,20.656,20.112,20.179,93520438
2009-10-02,19.868,20.346,19.812,20.243,63148405
2009-10-05,20.251,20.325,19.884,19.984,74953573
2009-10-06,20.032,20.444,20,20.363,59966014
2009-10-07,20.251,20.421,20.179,20.354,47438509
2009-10-08,20.62,21.003,20.453,20.819,74594681
2009-10-09,20.728,20.915,20.647,20.72,48708357
2009-10-12,20.803,20.997,20.72,20.859,35934602
2009-10-13,20.728,21.039,20.699,20.931,46214320
2009-10-14,21.191,21.248,20.939,21.055,55893956
2009-10-15,21.029,21.662,21.003,21.662,80839016
2009-10-16,21.468,21.598,21.166,21.491,69622512
2009-10-19,21.523,21.557,21.288,21.379,59302963
2009-10-20,21.379,21.5,21.039,21.386,67318344
2009-10-21,21.433,21.694,21.401,21.557,76015645
2009-10-22,21.533,21.671,21.191,21.566,75566945
2009-10-23,23.56,23.804,22.61,22.726,347275635
2009-10-26,22.82,23.536,22.795,23.261,153063160
2009-10-27,23.298,23.419,23.066,23.185,84651831
2009-10-28,22.837,23.331,22.667,22.726,90664207
2009-10-29,22.748,23.039,22.586,22.888,80434030
2009-10-30,22.741,23.03,22.432,22.49,90368166
2009-11-02,22.407,22.748,22.23,22.61,76904986
2009-11-03,22.399,22.498,22.244,22.327,61969224
2009-11-04,22.465,23.021,22.399,22.756,78510084
2009-11-05,23.151,23.306,22.935,23.09,64896431
2009-11-06,22.968,23.219,22.871,23.131,47576707
2009-11-09,23.193,23.52,23.138,23.512,70782460
2009-11-10,23.419,23.746,23.366,23.528,81194754
2009-11-11,23.575,23.763,23.536,23.616,61231900
2009-11-12,23.528,23.915,23.52,23.813,68227193
2009-11-13,23.893,24.159,23.819,24.031,65384928
2009-11-16,23.99,24.167,23.819,23.953,66385025
2009-11-17,23.921,24.33,23.901,24.33,93042751
2009-11-18,24.322,24.442,24.175,24.419,73269201
2009-11-19,24.314,24.33,24.086,24.151,63979189
2009-11-20,24.064,24.145,23.868,24.023,52578815
2009-11-23,24.118,24.339,24.086,24.282,51580505
2009-11-24,24.282,24.322,24.127,24.256,45976870
2009-11-25,24.183,24.217,23.99,24.159,39499143
2009-11-27,23.528,23.835,23.315,23.696,36200027
2009-11-30,23.582,23.884,23.52,23.853,54465416
2009-12-01,23.921,24.371,23.853,24.339,61533753
2009-12-02,24.231,24.322,24.047,24.151,44749792
2009-12-03,24.151,24.491,24.135,24.192,53136255
2009-12-04,24.363,24.63,24.192,24.314,72515321
2009-12-07,24.095,24.395,24.071,24.159,46911979
2009-12-08,23.93,24.118,23.827,23.981,46093956
2009-12-09,23.787,24.175,23.719,24.095,55134075
2009-12-10,24.064,24.297,24.056,24.223,56622831
2009-12-11,24.282,24.33,24.159,24.209,53939167
2009-12-14,24.256,24.461,24.248,24.419,42690160
2009-12-15,24.231,24.5,24.231,24.347,60965419
2009-12-16,24.395,24.661,24.363,24.412,68725599
2009-12-17,24.289,24.297,23.981,24.008,53817303
2009-12-18,24.201,24.694,24.167,24.621,115934382
2009-12-21,24.637,25.011,24.63,24.754,49205655
2009-12-22,24.815,25.081,24.769,24.996,44643431
2009-12-23,24.898,25.099,24.89,25.075,34937974
2009-12-24,24.996,25.142,24.944,25.142,13667065
2009-12-28,25.134,25.287,25.051,25.279,31296887
2009-12-29,25.343,25.545,25.325,25.456,36630910
2009-12-30,25.223,25.377,24.98,25.108,51796077
2009-12-31,25.124,25.134,24.72,24.72,39344874
2010-01-04,24.857,25.223,24.806,25.099,47348628
2010-01-05,25.035,25.223,24.848,25.108,61341835
2010-01-06,25.045,25.206,24.754,24.954,71729063
2010-01-07,24.825,24.898,24.483,24.694,62343691
2010-01-08,24.549,25.045,24.525,24.866,63128335
2010-01-11,24.914,24.944,24.427,24.549,84754712
