DJIOpen,DJIHigh,DJILow,DJIClose,DJIVolume
11383.5,11436.2,11340.4,11412.9,119804850.0
11412.5,11554.5,11381.8,11502.5,120584027.0
11499.9,11715.2,11499.8,11715.2,149150646.0
11713.2,11713.2,11543.4,11543.5,166912953.0
11545.6,11790.2,11471.9,11516.9,177087403.0
11506.0,11554.4,11416.5,11532.9,174247411.0
11532.5,11532.5,11176.0,11188.2,229202358.0
11185.6,11245.2,11037.8,11221.0,198302933.0
11224.9,11570.7,11224.8,11510.7,273001029.0
11514.7,11577.5,11230.7,11230.7,257302583.0
11233.9,11380.6,11215.2,11268.9,214262233.0
11264.4,11445.7,11098.7,11433.7,247822897.0
11429.3,11459.9,11280.4,11422.0,238882218.0
10905.6,11093.2,10742.7,11059.0,494755488.0
11056.6,11057.3,10595.9,10609.7,463197582.0
10609.0,11076.4,10459.4,11019.7,488056865.0
11027.5,11483.0,11026.7,11388.4,655110056.0
11394.4,11394.6,10992.2,11015.7,213210755.0
11015.7,11143.2,10833.9,10854.2,204479630.0
10850.0,10928.4,10753.6,10825.2,183625939.0
10827.2,11129.2,10827.0,11022.1,218531710.0
11019.0,11168.1,10868.8,11143.1,232563615.0
10322.5,10322.8,9525.32,9955.5,391456801.0
9955.42,10124.0,9436.67,9447.11,362523799.0
9437.23,9628.07,9194.78,9258.1,479269048.0
9261.69,9448.14,8579.19,8579.19,436743776.0
8568.67,8901.28,7882.51,8451.19,674917756.0
8462.42,9427.99,8462.18,9387.61,399285343.0
9388.97,9794.37,9085.43,9310.99,412742849.0
9301.91,9308.76,8530.12,8577.91,374353804.0
8577.04,9013.27,8197.67,8979.26,422453831.0
8975.35,9281.12,8718.25,8852.22,360602573.0
8852.3,9266.63,8852.22,9265.43,241402155.0
9262.8,9284.55,9004.27,9033.66,231159350.0
9027.84,9027.84,8335.3,8519.21,348837577.0
8519.77,8795.99,8243.55,8691.25,340742330.0
8683.21,8683.21,8187.48,8378.95,335678907.0
8375.92,8599.1,8143.59,8175.77,331513826.0
8178.72,9082.08,8174.73,9065.12,372156250.0
9062.33,9363.32,8890.29,8990.96,316230474.0
9004.66,9266.47,8976.87,9180.69,267210826.0
9180.69,9450.21,9121.11,9325.01,310946152.0
9326.04,9410.55,9255.48,9319.83,180968670.0
9323.89,9651.01,9323.89,9625.28,254925263.0
9616.6,9616.6,9112.67,9139.27,264635550.0
9134.01,9155.44,8637.17,8695.79,344352195.0
8696.03,8961.57,8696.03,8943.81,246303045.0
8946.6,9159.58,8760.46,8870.54,221232739.0
8864.32,8867.91,8560.71,8693.96,257273221.0
8684.52,8684.6,8265.29,8282.66,314660303.0
8281.14,8872.85,7969.24,8835.25,476602837.0
8822.19,8923.18,8469.99,8497.31,304368697.0
8494.84,8571.3,8246.89,8273.58,278222025.0
8273.34,8477.95,8105.44,8424.75,366392826.0
8420.69,8504.64,7987.08,7997.28,350470954.0
7995.53,8187.0,7514.13,7552.29,528128651.0
7552.37,8071.75,7449.38,8046.42,569011068.0
8048.09,8598.94,8048.09,8443.39,491886976.0
8445.14,8607.38,8281.46,8479.47,374023555.0
8464.49,8726.61,8311.17,8726.61,283920023.0
8724.7,8831.35,8672.69,8829.04,155506468.0
8826.89,8827.05,8142.8,8149.09,321013364.0
8153.75,8437.17,8143.51,8419.09,307519227.0
8409.14,8624.19,8234.15,8591.69,294684777.0
8587.07,8631.99,8259.4,8376.24,280883842.0
8376.24,8685.83,8141.04,8635.42,346372715.0
8637.65,9026.41,8637.49,8934.18,358971167.0
8934.1,8934.1,8651.74,8691.33,284952242.0
8693.0,8879.22,8646.33,8761.42,232827295.0
8750.13,8809.45,8512.76,8565.09,290540944.0
8563.1,8682.57,8347.81,8629.68,271029914.0
8628.81,8676.28,8469.03,8564.53,229943372.0
8565.65,8958.79,8565.65,8924.14,337185597.0
8921.91,8961.26,8778.07,8824.34,239257186.0
8823.94,8883.36,8527.41,8604.99,274075902.0
8606.5,8787.23,8550.43,8579.11,550152625.0
8573.37,8601.41,8372.26,8519.69,211085328.0
8518.65,8604.12,8393.13,8419.49,174640800.0
8416.86,8498.5,8416.86,8468.48,66933894.0
8468.71,8533.07,8461.78,8515.55,86769008.0
8515.87,8530.68,8364.06,8483.93,153726074.0
8487.51,8675.24,8487.51,8668.39,162563242.0
8666.48,8842.66,8664.89,8776.39,226762839.0
9027.13,9034.37,8892.36,8952.89,233756609.0
8954.57,9088.06,8940.95,9015.1,215412076.0
8996.94,8996.94,8719.92,8769.7,266710359.0
8769.94,8770.02,8651.19,8742.46,226623868.0
8738.8,8769.62,8576.96,8599.18,204295322.0
8599.26,8602.6,8421.24,8473.97,273548059.0
8474.61,8522.08,8376.88,8448.56,304050114.0
8446.01,8446.25,8140.72,8200.14,355053418.0
8196.24,8286.16,7995.13,8212.49,436663177.0
8215.67,8341.2,8109.34,8281.22,439358818.0
8279.63,8291.98,7939.93,7949.09,419199623.0
7949.17,8242.67,7936.19,8228.1,410036915.0
8224.43,8224.83,7957.14,8122.8,420040769.0
8108.79,8152.59,7909.03,8077.56,370506096.0
8000.62,8000.62,7867.37,7936.75,293885384.0
7936.99,8111.57,7905.52,8078.36,313086569.0
8070.32,8162.15,7929.26,7956.66,345515903.0
7954.83,8107.83,7845.31,8063.07,390974383.0
8056.38,8312.37,8052.24,8280.59,396377405.0
8281.38,8315.07,8196.24,8270.87,289278993.0
8269.36,8269.44,7848.74,7888.88,449893576.0
7887.05,7983.74,7852.16,7939.53,270283855.0
7931.97,7938.82,7693.98,7932.76,331956649.0
7933.0,7970.84,7840.45,7850.41,251958200.0
7845.63,7845.63,7551.01,7552.6,332848413.0
7546.35,7617.76,7479.97,7555.63,268217273.0
7555.23,7614.97,7447.55,7465.95,301476548.0
7461.49,7469.29,7249.47,7365.67,584899403.0
7365.99,7441.02,7105.94,7114.78,406147473.0
7115.34,7378.97,7114.3,7350.94,468014533.0
7349.58,7404.94,7156.68,7270.89,450271157.0
7269.06,7402.31,7173.56,7182.08,321301928.0
7180.97,7195.3,7033.62,7062.93,667954045.0
7056.48,7058.95,6755.17,6763.29,568668618.0
6764.81,6855.29,6705.63,6726.02,445283252.0
6726.5,6979.22,6726.42,6875.84,464828107.0
6874.01,6874.01,6544.1,6594.44,509770698.0
6595.16,6755.17,6469.95,6626.94,425166780.0
6625.74,6709.61,6516.86,6547.05,365989295.0
6547.01,6926.49,6546.61,6926.49,640023782.0
6923.13,7015.06,6867.55,6930.4,524426861.0
6932.39,7184.71,6872.25,7170.06,488687542.0
7167.35,7242.62,7105.86,7223.98,479009777.0
7225.33,7392.91,7206.85,7216.97,586973800.0
7218.0,7396.81,7172.05,7395.7,391883043.0
7395.7,7571.64,7257.27,7486.58,584112518.0
7489.68,7548.46,7369.26,7400.8,559917522.0
7402.31,7460.93,7257.83,7278.38,672952635.0
7279.25,7780.72,7278.78,7775.86,515597038.0
7773.47,7796.57,7646.99,7660.21,379672520.0
7659.81,7863.63,7550.06,7749.81,454092176.0
7752.36,7930.69,7752.28,7924.56,397262102.0
7922.57,7922.57,7735.95,7776.18,323645101.0
7773.31,7773.39,7437.59,7522.02,383259993.0
7523.77,7725.36,7523.45,7608.92,399840734.0
7606.13,7789.0,7483.87,7761.6,361336687.0
7763.99,8075.73,7763.99,7978.08,442817575.0
7980.63,8018.7,7897.24,8017.59,308209779.0
7968.92,7969.08,7762.08,7789.56,276924034.0
7788.68,7887.52,7750.85,7837.11,255350631.0
7839.89,8087.28,7839.89,8083.38,462064234.0
8082.02,8112.61,7963.75,8057.81,424246569.0
8057.41,8057.41,7902.26,7920.18,513009496.0
7914.92,8041.32,7870.48,8029.62,413275523.0
8029.14,8168.12,7962.71,8125.43,359473599.0
8125.43,8190.66,8086.88,8131.33,537674431.0
8128.94,8128.94,7840.45,7841.73,453661256.0
7841.73,7979.2,7791.95,7969.56,424027767.0
7964.78,8044.83,7868.01,7886.57,387027069.0
7886.81,7978.88,7804.21,7957.06,327239969.0
7957.45,8127.5,7957.45,8076.29,402723198.0
8073.82,8122.56,7987.16,8025.0,282994601.0
8023.56,8091.66,7938.98,8016.95,274713160.0
8018.31,8257.57,8017.91,8185.73,300335193.0
8188.51,8307.51,8136.9,8168.12,341401038.0
8213.6,8434.86,8213.6,8426.74,354488021.0
8425.55,8458.12,8362.78,8410.65,311489963.0
8403.48,8518.33,8403.0,8512.28,454484672.0
8513.56,8577.19,8358.0,8409.85,476636674.0
8410.73,8587.23,8410.73,8574.65,332633141.0
8569.23,8569.23,8410.33,8418.77,334835673.0
8419.17,8517.46,8365.65,8469.11,336929371.0
8461.8,8462.04,8262.43,8284.89,323796119.0
8285.92,8376.64,8273.9,8331.32,308820870.0
8326.22,8394.96,8230.17,8268.64,308820870.0
8270.15,8511.88,8270.15,8504.08,288282775.0
8502.48,8538.01,8463.54,8474.85,277714837.0
8471.82,8591.93,8405.47,8422.04,468638131.0
8416.07,8416.15,8221.01,8292.13,302284037.0
8292.21,8364.14,8257.17,8277.32,244188812.0
8275.33,8495.71,8226.9,8473.49,314758866.0
8473.65,8496.59,8289.35,8300.02,285988475.0
8501.53,8760.7,8501.29,8721.44,354833758.0
8721.6,8787.13,8693.72,8740.87,257555545.0
8740.07,8740.39,8598.38,8675.24,252159156.0
8665.72,8751.25,8634.57,8750.24,237795215.0
8751.75,8839.4,8700.41,8763.13,254968265.0
8759.35,8823.97,8633.07,8764.49,189630104.0
8764.83,8803.26,8725.12,8763.06,187934793.0
8763.66,8834.93,8639.95,8739.02,219918997.0
8736.23,8877.93,8736.23,8770.92,249902396.0
8770.01,8805.53,8716.73,8799.26,164016223.0
8798.5,8798.5,8577.9,8612.13,230222390.0
8612.44,8643.65,8499.45,8504.67,240692345.0
8504.36,8563.01,8461.29,8497.18,237869091.0
8496.73,8590.52,8475.12,8555.6,220052653.0
8556.96,8616.59,8496.73,8539.73,528713983.0
8538.52,8538.83,8334.55,8339.01,291244557.0
8340.44,8370.9,8286.41,8322.91,237150516.0
8323.51,8428.41,8259.88,8299.86,189427431.0
8299.25,8490.46,8259.43,8472.4,222544428.0
8468.54,8468.77,8401.36,8438.39,307644546.0
8440.13,8533.23,8429.09,8529.38,216480791.0
8528.93,8560.44,8393.95,8447.0,233343171.0
8447.53,8580.47,8447.53,8504.06,184598465.0
8503.0,8503.23,8280.74,8280.74,157795974.0
8279.3,8327.97,8205.99,8324.87,206904913.0
8324.95,8326.31,8154.38,8163.6,210875264.0
8157.02,8219.52,8087.19,8178.41,325253218.0
8179.01,8228.67,8145.31,8183.17,192660948.0
8182.49,8183.85,8093.31,8146.52,174256128.0
8146.82,8331.68,8130.42,8331.68,253519516.0
8331.37,8361.23,8285.2,8359.49,189165970.0
8363.95,8628.23,8363.95,8616.21,304995547.0
8612.66,8739.55,8584.4,8711.82,216579694.0
8711.89,8754.29,8674.41,8743.94,301413216.0
8746.05,8854.8,8745.9,8848.15,213730902.0
8848.15,8927.13,8811.27,8915.94,218906256.0
8912.39,8949.8,8860.32,8881.26,199007253.0
8882.31,9096.72,8866.44,9069.29,274761484.0
9069.29,9100.88,9007.62,9093.24,214306666.0
9093.09,9123.4,9034.52,9108.51,176836202.0
9106.92,9124.91,9007.47,9096.72,198271817.0
9092.34,9094.83,9014.19,9070.72,190509330.0
9072.84,9246.43,9072.61,9154.46,232412364.0
9154.46,9216.2,9134.2,9171.61,265574365.0
9173.65,9298.43,9173.65,9286.56,221688361.0
9285.05,9321.1,9250.74,9320.19,195986238.0
9315.36,9318.08,9206.45,9280.97,236614644.0
9277.19,9325.11,9208.8,9256.26,244445383.0
9258.45,9437.71,9258.45,9370.07,216596806.0
9368.41,9371.96,9290.34,9337.95,161365306.0
9334.33,9334.33,9216.88,9241.45,171375169.0
9236.06,9424.11,9221.02,9361.61,197420809.0
9362.29,9406.5,9305.31,9398.19,145615907.0
9398.04,9401.97,9232.83,9321.4,172778707.0
9313.85,9313.85,9116.52,9135.34,207096674.0
9134.36,9233.51,9134.36,9217.94,158533045.0
9208.68,9313.09,9131.94,9279.16,176905426.0
9278.55,9363.95,9267.97,9350.05,151740990.0
9347.86,9519.11,9347.25,9505.96,293528533.0
9506.18,9587.73,9486.23,9509.28,190588612.0
9509.21,9620.0,9508.98,9539.29,173892994.0
9538.61,9582.97,9485.78,9543.52,154665201.0
9541.63,9609.72,9459.4,9580.63,163977429.0
9580.63,9628.77,9496.28,9544.2,205767832.0
9542.91,9543.06,9436.13,9496.28,201604469.0
9492.32,9557.95,9292.08,9310.6,267680468.0
9306.21,9330.93,9262.3,9280.67,175204886.0
9282.03,9350.27,9252.93,9344.61,168746474.0
9345.36,9445.72,9321.63,9441.27,152399156.0
9440.13,9511.02,9439.98,9497.34,202374619.0
9496.59,9577.22,9476.18,9547.22,190820966.0
9546.54,9633.0,9508.22,9627.48,234133942.0
9627.48,9647.51,9571.86,9605.41,196756275.0
9598.08,9631.11,9535.96,9626.8,196482346.0
9626.42,9713.71,9580.93,9683.41,224029306.0
9683.71,9799.72,9679.18,9791.71,241273669.0
9789.82,9854.58,9749.46,9783.92,225474901.0
9784.75,9847.71,9784.68,9820.2,424931440.0
9818.61,9818.69,9725.88,9778.86,172832256.0
9779.61,9843.4,9771.91,9829.87,194622198.0
9830.63,9917.99,9740.84,9748.55,233326590.0
9749.99,9805.39,9666.03,9707.44,201893636.0
9706.68,9735.93,9641.01,9665.19,189352139.0
9663.23,9823.67,9663.23,9789.36,163782188.0
9789.74,9834.48,9739.11,9742.2,153992774.0
9741.83,9776.82,9608.59,9712.28,268394456.0
9786.87,9865.01,9765.1,9864.94,161119768.0
9865.24,9931.82,9849.37,9885.8,158847345.0
9883.98,9895.09,9815.06,9871.06,211506556.0
9873.55,10027.7,9873.48,10015.9,284807043.0
10014.9,10062.9,9977.47,10062.9,252476764.0
10061.4,10061.7,9939.91,9995.91,307773340.0
9996.67,10118.0,9995.15,10092.2,186243476.0
10092.4,10098.4,9992.81,10041.5,214501881.0
10038.8,10119.5,9945.5,9949.36,251047178.0
9946.18,10105.2,9916.78,10081.3,231904880.0
10099.9,10109.6,9932.5,9972.18,305672768.0
9972.33,10072.3,9849.45,9867.96,270049678.0
9868.34,9947.54,9837.96,9882.17,237055730.0
9881.11,9902.42,9758.08,9762.69,257367774.0
9762.91,9969.91,9759.13,9962.58,248949710.0
9961.52,9962.13,9684.54,9712.73,327980165.0
9712.13,9858.59,9678.95,9789.44,242458740.0
9787.47,9787.47,9703.89,9771.91,231520046.0
9767.3,9928.04,9767.14,9802.14,224128241.0
9807.8,10013.1,9807.8,10006.0,211037081.0
10001.3,10044.5,9936.81,10023.4,181007307.0
10020.6,10228.2,10020.6,10226.9,227468586.0
10223.0,10260.8,10197.7,10247.0,193952985.0
10247.4,10342.0,10246.1,10291.3,166916771.0
10289.8,10321.6,10171.2,10197.5,183810735.0
10197.8,10305.7,10192.0,10270.5,167282485.0
10267.5,10434.2,10267.5,10407.0,202566126.0
10404.8,10438.2,10362.0,10437.4,158318226.0
10426.3,10432.7,10360.1,10426.3,166342296.0
10425.3,10425.3,10256.1,10332.4,196245441.0
10327.9,10342.7,10271.7,10318.2,230430293.0
10320.1,10495.6,10320.0,10451.0,182347889.0
10451.2,10454.0,10359.6,10433.7,163746641.0
10433.0,10481.5,10420.9,10464.4,130080339.0
10452.2,10452.2,10231.2,10309.9,130293645.0
10309.8,10364.3,10263.3,10344.8,223576049.0
10343.8,10501.3,10343.4,10471.6,190219357.0
10470.4,10513.5,10421.5,10452.7,159501469.0
10455.6,10507.6,10350.0,10366.2,243970136.0
10368.6,10516.7,10311.8,10388.9,460658589.0
10386.9,10443.2,10360.2,10390.1,196577978.0
10385.4,10385.7,10249.8,10286.0,221774698.0
10282.8,10342.3,10235.6,10337.0,188605901.0
10336.0,10444.6,10335.8,10405.8,195906049.0
10403.4,10484.0,10400.1,10471.5,179968842.0
10471.3,10514.7,10471.3,10501.0,154359615.0
10499.3,10499.3,10426.7,10452.0,187559963.0
10449.8,10510.0,10427.7,10441.1,208305759.0
10440.0,10440.1,10308.0,10308.3,198858527.0
10309.4,10372.3,10263.9,10328.9,480075353.0
10330.1,10458.0,10329.8,10414.1,164467582.0
10414.7,10479.8,10414.6,10464.9,135075193.0
10464.3,10492.1,10437.8,10466.4,112455354.0
10467.1,10522.1,10461.7,10520.1,52674227.0
10517.9,10551.6,10506.3,10547.1,102007456.0
10547.8,10580.3,10544.3,10545.4,92887099.0
10544.4,10550.7,10505.7,10548.5,110160283.0
10548.5,10555.0,10423.1,10428.0,137941788.0
10430.7,10605.0,10430.7,10584.0,179781702.0
10584.6,10584.6,10522.5,10572.0,188542224.0
10564.7,10595.0,10546.5,10573.7,186042927.0
10571.1,10612.4,10505.2,10606.9,217391185.0
10606.4,10619.4,10554.3,10618.2,172712171.0
10620.3,10676.2,10591.6,10664.0,182045111.0
10662.9,10663.1,10568.8,10627.3,219299782.0
10628.1,10709.1,10614.5,10680.8,202846260.0
10680.2,10723.8,10666.9,10710.5,201316564.0
10707.0,10709.9,10561.1,10609.7,362926194.0
10608.4,10729.8,10592.0,10725.4,192151977.0
10719.7,10719.9,10517.3,10603.2,203272322.0
10603.9,10614.9,10374.7,10389.9,304288874.0
10389.6,10389.6,10157.6,10173.0,323660573.0
10175.1,10256.9,10171.8,10196.9,215331500.0
10195.3,10285.1,10155.6,10194.3,217297012.0
10194.3,10255.1,10104.4,10236.2,262171774.0
10236.9,10258.8,10055.1,10120.5,240051036.0
10122.0,10239.3,10043.8,10067.3,316897446.0
10069.0,10190.6,10068.9,10185.5,198428938.0
10186.1,10314.8,10173.6,10296.8,237139904.0
10291.7,10307.2,10231.9,10270.5,198939470.0
10273.1,10273.1,9998.03,10002.2,304246435.0
10003.7,10032.0,9835.09,10012.2,308320075.0
10005.4,10028.6,9904.31,9908.39,216271160.0
9910.28,10139.4,9910.06,10058.6,236211628.0
10055.5,10085.5,9962.96,10038.4,178601047.0
10037.8,10161.6,9976.71,10144.2,194473567.0
10137.2,10137.4,9983.82,10099.1,296514677.0
10402.4,10433.6,10369.1,10383.4,158442402.0
10383.2,10411.1,10267.8,10282.4,190737314.0
10284.0,10393.5,10283.9,10374.2,181445660.0
10366.6,10366.7,10185.8,10321.0,242552692.0
10321.4,10353.5,10272.3,10325.3,282115901.0
10326.1,10414.0,10326.1,10403.8,173754869.0
10404.2,10456.9,10389.4,10406.0,183286008.0
10406.3,10469.5,10376.6,10396.8,165735700.0
10396.5,10452.2,10390.9,10444.1,184269349.0
10445.1,10571.9,10445.0,10566.2,184269349.0
10563.8,10587.7,10542.4,10552.5,171783197.0
10552.2,10612.6,10533.9,10564.4,219857400.0
10560.1,10601.8,10526.5,10567.3,186565748.0
10561.0,10611.8,10507.2,10611.8,149994299.0
10611.8,10645.0,10594.8,10624.7,166141983.0
10623.4,10644.2,10570.5,10642.2,160571460.0
10642.5,10694.0,10621.9,10686.0,227418248.0
10686.4,10768.0,10686.4,10733.7,194188842.0
10733.4,10784.0,10728.2,10779.2,153283815.0
10780.0,10819.9,10694.7,10742.0,434188162.0
10741.0,10809.8,10695.1,10785.9,157199000.0
10787.2,10893.9,10784.8,10888.8,189141689.0
10887.6,10887.8,10825.4,10836.2,195566515.0
10837.5,10955.5,10834.3,10841.2,200329986.0
10841.3,10909.4,10816.4,10850.4,175488230.0
10849.2,10916.6,10849.2,10895.9,136708813.0
10895.0,10940.2,10866.8,10907.4,148806366.0
10907.3,10907.4,10832.8,10856.6,197062489.0
10857.3,10956.4,10857.3,10927.1,159511712.0
10972.5,10987.4,10927.5,10970.0,159958407.0
10962.0,10962.7,10845.6,10897.5,186966822.0
10897.0,10949.4,10844.1,10927.1,158932477.0
10927.1,11000.7,10927.1,10997.3,150663625.0
10996.8,11029.8,10992.2,11006.0,153962511.0
11006.7,11038.9,10947.8,11019.4,183946056.0
11020.7,11125.2,11020.6,11123.1,223918338.0
11123.0,11154.5,11096.2,11144.6,203712750.0
11143.7,11153.8,10973.9,11018.7,373954936.0
11018.4,11095.3,10977.8,11092.0,214847315.0
11093.1,11146.1,11081.5,11117.1,175169668.0
11116.9,11153.7,11071.3,11124.9,188883365.0
11119.8,11149.7,11016.4,11134.3,214697798.0
11132.2,11205.6,11105.7,11204.3,207380329.0
11203.7,11218.9,10974.0,10992.0,263395987.0
10988.9,11078.5,10965.4,11045.3,236760411.0
11045.6,11197.3,11041.6,11167.3,194312160.0
11168.2,11197.9,10999.7,11008.6,255132491.0
11149.5,11149.5,10869.2,10926.8,242096575.0
10918.4,10946.8,10815.5,10868.1,218831496.0
10862.2,10879.8,9869.62,10520.3,459882732.0
10519.4,10579.1,10241.2,10380.4,428725169.0
10386.2,10835.2,10386.0,10785.1,313354000.0
10780.0,10874.5,10685.4,10748.3,223949322.0
10742.2,10909.1,10742.2,10896.9,196625961.0
10896.6,10920.3,10771.7,10783.0,201475028.0
10780.7,10780.8,10537.2,10620.2,256495923.0
10617.0,10661.0,10436.1,10625.8,221910894.0
10625.5,10718.9,10482.2,10511.0,246374123.0
10505.7,10522.5,10324.7,10444.4,266343224.0
10440.2,10440.2,10065.4,10068.0,360348622.0
10063.9,10198.5,9918.82,10193.4,438219485.0
10193.5,10196.4,10052.7,10066.6,211429231.0
10061.4,10061.7,9774.48,10043.8,316964495.0
10045.1,10179.0,9952.68,9974.45,316081112.0
9971.73,10264.2,9971.73,10259.0,264773539.0
10258.0,10258.0,10095.9,10136.6,243723703.0
10133.9,10218.3,10013.9,10024.0,221896377.0
10025.6,10254.2,10025.6,10249.5,200849912.0
10250.7,10315.2,10175.0,10255.3,176866145.0
10249.6,10249.7,9889.88,9931.97,256598987.0
9931.75,9982.38,9810.3,9816.49,222939990.0
9812.94,9953.66,9757.55,9939.98,259677934.0
9941.57,10065.1,9869.32,9899.25,222681186.0
9901.67,10185.8,9901.67,10172.5,221733887.0
10166.8,10216.0,10082.7,10211.1,187888301.0
10410.0,10441.2,10319.2,10434.2,181067504.0
10435.0,10483.4,10424.5,10450.6,338018320.0
10452.5,10594.2,10395.5,10442.4,165188841.0
10442.0,10493.6,10283.4,10293.5,175751096.0
10293.3,10368.0,10227.2,10298.4,195104994.0
10297.1,10298.1,10128.8,10152.8,244441632.0
10153.5,10202.9,10081.1,10143.8,434501419.0
10143.0,10201.9,10101.4,10138.5,164104053.0
10135.7,10135.8,9811.92,9870.3,290503256.0
9868.34,9908.92,9753.84,9774.02,235086771.0
9773.27,9795.48,9621.89,9732.53,262824114.0
9732.23,9770.87,9614.32,9686.48,199565501.0
9689.21,9858.13,9659.16,9743.62,216714005.0
9736.85,10026.6,9736.7,10018.3,219562329.0
10019.3,10139.9,10019.3,10139.0,192216034.0
10137.9,10201.8,10118.4,10198.0,134816272.0
10199.2,10220.3,10146.5,10216.3,131487257.0
10217.5,10407.5,10217.5,10363.0,179044031.0
10371.0,10400.1,10303.0,10366.7,208529198.0
10367.1,10379.0,10240.5,10359.3,210003886.0
10356.2,10356.2,10079.6,10097.9,335057222.0
10098.1,10187.3,10073.7,10154.4,176966763.0
10151.5,10236.4,10007.8,10230.0,194405988.0
10226.0,10265.5,10065.5,10120.5,203897050.0
10121.8,10363.2,10121.8,10322.3,202216523.0
10321.2,10442.0,10287.5,10424.6,200002969.0
10424.2,10526.6,10414.4,10525.4,178815615.0
10525.3,10578.3,10494.9,10537.7,180548659.0
10537.0,10548.5,10463.2,10497.9,162068915.0
10498.9,10585.0,10387.4,10467.2,202113198.0
10465.2,10507.2,10347.5,10465.9,208159136.0
10468.8,10692.2,10468.6,10674.4,167642201.0
10673.9,10677.0,10601.0,10636.4,164882422.0
10630.2,10702.99,10627.53,10680.43,173362154.0
10679.67,10679.75,10612.85,10674.98,139607108.0
10668.55,10668.7,10515.37,10653.56,154872023.0
10654.62,10719.94,10649.4,10698.75,166333515.0
10696.63,10700.71,10551.62,10644.25,203489953.0
10631.82,10631.9,10367.33,10378.83,219325268.0
10361.58,10361.65,10268.71,10319.95,221030905.0
10320.33,10354.92,10285.44,10303.15,151616032.0
10303.07,10333.12,10209.53,10302.01,146035201.0
10297.63,10480.44,10297.47,10405.85,155167021.0
10398.59,10472.3,10330.02,10415.54,168558331.0
10411.15,10411.15,10216.19,10271.21,227741208.0
10270.98,10270.98,10147.24,10213.62,251147169.0
10215.51,10304.7,10170.74,10174.41,172969277.0
10173.05,10173.05,9991.18,10040.45,223680140.0
10040.15,10097.4,9937.98,10060.06,183889305.0
10059.9,10104.71,9968.1,9985.81,176328492.0
9982.18,10159.88,9936.62,10150.65,207764070.0
10145.58,10150.57,10007.68,10009.73,150484268.0
10006.42,10073.38,9941.84,10014.72,255417995.0
10016.01,10279.08,10016.01,10269.47,205712227.0
10270.08,10320.37,10253.96,10320.1,149931903.0
10321.92,10451.15,10321.84,10447.93,168599472.0
10446.8,10446.8,10332.4,10340.69,149035913.0
10338.49,10426.7,10335.69,10387.01,166757540.0
10388.14,10476.62,10386.63,10415.24,163589414.0
10415.01,10471.28,10403.17,10462.77,140315413.0
10458.6,10567.59,10458.6,10544.13,190715523.0
10544.73,10588.32,10499.7,10526.49,192411808.0
10526.42,10587.8,10480.78,10572.73,167420793.0
10571.75,10603.69,10522.48,10594.83,170301326.0
10595.51,10650.16,10567.36,10607.85,367228992.0
10608.08,10774.13,10608.08,10753.62,157124719.0
10753.39,10833.39,10717.74,10761.03,186743445.0
10860.03,10873.2,10809.62,10812.04,143908331.0
10809.17,10886.21,10728.64,10858.14,167112601.0
10857.98,10869.26,10798.88,10835.28,158833681.0
10836.04,10948.88,10745.44,10788.05,214536388.0
10948.5,11032.17,10929.28,11006.48,152279348.0
11006.93,11030.5,10977.9,11010.34,114830029.0
11010.79,11053.21,10913.84,11020.4,155152234.0
11022.82,11155.23,11022.07,11096.08,224916510.0
11096.99,11112.2,11023.54,11094.57,196166559.0
11096.01,11141.19,11010.68,11062.78,319209856.0
11062.63,11159.05,11054.76,11143.69,190291958.0
11139.6,11139.6,10917.62,10978.62,247643295.0
10974.52,11152.88,10970.89,11107.97,220140233.0
11105.24,11213.54,11066.19,11146.57,178063555.0
11146.41,11159.05,11109.25,11132.56,104574033.0
11133.4,11247.6,11132.34,11164.05,168112548.0
11163.14,11184.82,11087.0,11169.46,159037998.0
11168.4,11168.4,11020.82,11126.28,167084701.0
11127.34,11179.34,11052.6,11113.95,156249239.0
11120.45,11131.01,11075.8,11118.49,189651523.0
11120.3,11244.27,11062.33,11124.62,150126990.0
11125.22,11219.52,11125.22,11188.72,150388230.0
11184.88,11226.64,11097.37,11215.13,177579391.0
11216.65,11440.37,11216.65,11434.84,234683218.0
11435.22,11451.53,11393.52,11444.08,211673103.0
11439.54,11439.61,11362.53,11406.84,143993477.0
11403.59,11421.14,11303.19,11346.75,161909798.0
11342.81,11366.16,11255.02,11357.04,164169607.0
11326.69,11326.77,11231.22,11283.1,296662708.0
11281.28,11283.7,11143.84,11192.58,217646436.0
11194.02,11280.9,11189.1,11201.97,155662243.0
11194.7,11194.7,10978.93,11023.5,254565448.0
11017.83,11042.16,10990.81,11007.88,160254929.0
11010.49,11199.69,11010.34,11181.23,171771617.0
11180.77,11206.17,11119.24,11203.55,219399936.0
11201.66,11206.05,11054.53,11178.58,152849320.0
11177.6,11180.17,10992.17,11036.37,192821511.0
11037.35,11195.99,11037.35,11187.28,138278670.0
11183.5,11183.5,11067.17,11092.0,68396121.0
11083.75,11083.82,10929.28,11052.49,151525312.0
11049.72,11062.63,10942.98,11006.02,233767337.0
11007.23,11276.1,11007.23,11255.78,202517464.0
11255.93,11373.8,11255.85,11362.41,212090425.0
11361.88,11388.87,11318.82,11382.09,149439757.0
11381.33,11392.08,11350.27,11362.19,122655108.0
11363.85,11450.89,11354.09,11359.16,175716725.0
11354.3,11389.09,11327.49,11372.48,152511377.0
